Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Wedding Impossible,Weding Impaseobeul,TV Series,2024,N/A,N/A,12,1,N/A,7,1.1K,https://www.imdb.com/title/tt30301176/mediaviewer/rm780354305/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2947073561/1434659607842-pgv4ql-1709719495055.mp4?Expires=1730701159&Signature=Xl8k7BHVOOtU-UdoKYgj0-PeAiFxQQhZJa6FbkUW7awviOPFVYftjfkxFa9qBEH6cg4KcR-CM6Uo1Z~NReacjJsOtXylaN1rbIXYGRpHr0Br5C9XISsvd0~SYfzOcafrczOq~AkxGRoVmfeVFPqbvQaJEOGeWg4aqta3yhWYpJD43hQpiTw1Zio46x8oSJay6aqfrKlJ96KxgRMuGZV9Bv0LxgBGTWH-WtQTHMuzTL4JgIx0wbH20c3-6GDNFzynOucAgmbyZYNMxmYb7pGrJPqyecMqMr0NN2w~VVRQLyS7ziLrun5PeLcn6Ttm0wgwy8SdY1e9lc9ZFTFglg53Lg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","Na Ah Jeong enters a contractual marriage with her friend Lee Do Han, heir to the chaebol LJ Group, to conceal a secret from his family. Complications arise when Do Han's brother Lee Ji Han opposes their arrangement.","Song Jeongwon, Jeon Jong-seo, Moon Sang-min",
Love All Play,Neoege Ganeun Sokdo 493km,TV Series,2022,N/A,1h 10m,16,1,N/A,7.7,1.1K,https://www.imdb.com/title/tt19851552/mediaviewer/rm2361531649/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi362660377/1434659607842-pgv4ql-1651641917301.mp4?Expires=1730701030&Signature=H~dv6pihhrtUT0ehiVYGM~zxUh8Q5PDZG5JNnyJAx-0g~L4lKU5BGLTO73ZOwHG4CGYfXzFKn8nZSOCh3sgE1~s4wk6kSeLgfMmAEPUn3b-2PqfLxmEeeRBfrE4Ac8XG-eSZ4KUZ-czWS9ldTA0tsE748Sj8COmhpNAyMxXhZWvgwTfnT6y9a6heZG6O4SQoJjBoRuOXx4vHHbZrR933IE2qiudcX~dmU-aeqG94ddiMfDZYBVlCoaOynQqSFQE74LEIkKBEqiqI~Y0MOHGsBK60aadBGu1O0vu4NSiEM8Y44BKiPEt6t8hTwu4K2N1MiP9u0dbk3kVId4dyoGVmzg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance, Sport",A romantic sports drama depicting the passion and affection for badminton of a male and female protagonist who are a mixed doubles group with players from the commercial badminton team.,"Park Ju-hyun, Chae Jong-hyeop, Park Ji-hyun",
May I Help You,N/A,TV Series,2022,N/A,1h,16,1,N/A,7.6,1.1K,https://www.imdb.com/title/tt22872644/mediaviewer/rm1085540097/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3521299737/1434659607842-pgv4ql-1670954863059.mp4?Expires=1730700275&Signature=n2C7AZY2Lor516p0jntUWpVCvPys0CQWu4s4uFRhNgdm~FaqNo9S8FburG0KbqklIY3ODQ2IINuT4-OsWNvTB1P0xxCo9i4GnOS2L1we8tk3oT91NT4ZDZNHQer0S2iQ6qgA8fOVrjimiNJQ5GXzoAgSDXq8VK0EwQVpT-fvuYRGEZz-7Pj2waXBA0quF8Q75TaWd~~Vshqbv55ttBODoyy6~myOy17ma6y6GS9D3qnLO5V3xG2VZ5LTsyjgSf37Pbt65yNP1CiMPjAUdPjKlPaBByP4zd2WkHEd4OZyU3i6aRo4JamzT85PK7kiBOYTpnX6dp9COH9eKcAylrPoCw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama",Baek Dong-Joo works as a funeral director who has a supernatural power that allows her to see and talk to the dead.,"Lee Jun-young, Lee Hyeri, Ahn Hyun-ho",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.6fe904b8-74ff-4d53-b89a-902ef55ab40f)
Police University,Kyeongchalsueob,TV Series,2021,N/A,1h 5m,16,1,N/A,7.1,1.1K,https://www.imdb.com/title/tt14518136/mediaviewer/rm1164208641/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi650035993/1434659607842-pgv4ql-1631807196635.mp4?Expires=1730703806&Signature=kW3KnzfO9v3LiNXmBy~GC9H7H~hXGHO0ZA5c5-w8V3BDUq3uhP1SBUqTLncnivOm6jggz7Bnk6MxAc55w1JJlND9V1ms6SS3V1BNdVLzCkHpTkTegsJk1ULgUDmgAW6rzJbS7HrvrhRYjEM~ImCBj~3H4dDp5tMjw9paYIPnTGBKPBdH8fG2OmGps64Br28h0igs3joo4LE7iRujBue5upP4wWD79vSfDQ~1OG8b7rVZxj88x29tilzvGwhB~nfbGCPzwuvdvF-dmqgbSK3~jBDemvZOelkvJCkM0NjZggAtMimu4kHUWvpv-mQ2xo50gPjtfw8HXsqAm~OPA~TWSw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Mystery, Romance","The series depicts the story of a National Police University campus, and the conflict and harmony between professor and students.","Cha Tae-hyun, Jung Jinyoung, Krystal Jung",
365: Repeat the Year,365: Unmyeongeul Geoseuleuneun 1nyeon,TV Series,2020,N/A,30m,24,1,N/A,7.9,1.1K,https://www.imdb.com/title/tt12015466/mediaviewer/rm1199227137/?ref_=tt_ov_i,N/A,"Crime, Drama, Fantasy, Mystery, Thriller","A story where ten people get the chance to go back in time by one year, but unexpectedly mysterious situations start to arise when their fates are changed and twisted in the process.","Lee Jun-hyuk, Nam Ji-hyun, Kim Ji-Soo",
Zombie Detective,Jombitamjeong,TV Series,2020,N/A,30m,24,1,N/A,7.3,1.1K,https://www.imdb.com/title/tt12937604/mediaviewer/rm3955991297/?ref_=tt_ov_i,N/A,"Comedy, Fantasy, Mystery","The drama is a ""human comedy"" about a zombie in his second year of resurrection who becomes a detective in pursuit of his past, all the while doing his best to coexist with humans.","Choi Jin-hyuk, Park Ju-hyun, Kwon Hwa-woon",
Mad Dog,Maedeudok,TV Series,2017,N/A,1h,16,1,N/A,7.6,1.1K,https://www.imdb.com/title/tt7396412/mediaviewer/rm3563284993/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3112354585/1434659607842-pgv4ql-1634538449882.mp4?Expires=1730703490&Signature=lE7uL0~6cPejARNX7tq1o-BpsJ6PD0OSXt5itnOqOanCPTSgofd4Cl5Xo1iIeSs-7ikE-A1t-XNEUMS-FiQlzSfQEEBj5r4QoMqwcXT-1yz13M0ct8lWjg3B15DPmDwm82v-m6XOaooeYrzO1ku3JHgwDxwgaozQ1JQkiNeAlGl9M5Ivbv3G8iS7cjUxwIs-qGOSlbjCte35u-Ho3BcnXvpAwt~i1aNoEeNldPxJVADUyoOXeFJqnssSOYkmfE3zp0S04aal-aNRYfBb1uVwrHc9sUDo6scIWwiCUnCrHB7BPTipHGuhDnkHdx-uhLs0H-kJFVGjNcYWbL6LTKSLag__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Thriller","After a plane crash took his family, an ex-cop forms an investigation team and meets a genius ex-con whose brother died, starting a rivalry and partnership.","Baek Ji-won, Hong Soo-hyun, Choi Won-young","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42b9804c-a2fa-ba3a-8463-5b4f372ba387), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.92a9f7c5-fc71-9184-5cab-31217cacf4fd)"
Marriage Contract,Gyeolhongyeyak,TV Series,2016,N/A,1h 15m,16,1,N/A,7.5,1.1K,https://www.imdb.com/title/tt5525778/mediaviewer/rm898845953/?ref_=tt_ov_i,N/A,Drama,"A poor, widowed woman, desperate to support her 7-year-old daughter, and a wealthy business executive with a sick mother enter into a contract marriage together.","Lee Seo-jin, Kim You-Jin, Kim Yong-geon",
Yong Pal,N/A,TV Series,2015,N/A,1h,18,1,N/A,7.4,1.1K,https://www.imdb.com/title/tt5010664/mediaviewer/rm1139139584/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi150323993/1434659607842-pgv4ql-1635850741295.mp4?Expires=1730703547&Signature=tS8eY16r2nQ9dX4NcsFBNIcC9puI4Aomq7Q0aHjfkymzaBu0iJmZb1xu89VZOZ2YuCNWUhOsZThTUqhx2Zx2Cm2prdcIYuwKD36nGQ5RqAP17uFRZLZo-YRbCh-S8TqQYldF-5R0jRD6bWY5ZJ0X5vkW2Ep51cYsKMiysGgFXtSpc1HcuyD9CgoXNwcJnuPQMJ7UOmrmc~fMaSnJ-EAW~OAwwwQuykPIh1f8iugZbNkIj8zEnRsg6kg6m0Jc13yF0eiMSZC-myqahBXOkSnN3SaWnNztAqb7s4q4kykVENMCWqpMyzf2yCNSaQDqOSMDyQx7d4-6-GVudHspAMAyXg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Kim Tae-hyun is a talented surgeon who adopts the code name Yong-pal to help those in need of medical attention. He rescues Han Yeo-jin, a chaebol heiress, from a medically induced coma, leading to unintended consequences.","Joo Won, Kim Tae-hee, Jo Hyeon-jae",
The Best Hit,Choi-go-eui Han-bang,TV Series,2017,N/A,30m,32,1,N/A,7.5,995,https://www.imdb.com/title/tt6889072/mediaviewer/rm589113856/?ref_=tt_ov_i,N/A,"Comedy, Fantasy","A free-spirited famous idol, a struggling singer, and their crew of ""twenty-something-year-olds."" When they meet, it will be an orchestra of disaster.","Lee Se-yeong, Cha Eun-woo, Kim Min-jae",
I Miss You,Bogoshipda,TV Series,2012-2013,N/A,1h 5m,21,N/A,2,7.5,985,https://www.imdb.com/title/tt3215124/mediaviewer/rm3390780161/?ref_=tt_ov_i,N/A,"Action, Crime, Drama, Mystery, Romance, Thriller","Two middle schoolers, Soo-yeon and Jung-woo, become friends and grow close. However, an unforeseen tragedy strikes, separating them from each other. 14 years later, they are reunited as adults, but the past still lingers on their minds.","Park Yoo-chun, Yoon Eun-hye, Yoo Seung-ho",
Falling for Innocence,Sunjeonge Banhada,TV Mini Series,2015,N/A,1h,16,N/A,N/A,7.6,975,https://www.imdb.com/title/tt4274682/mediaviewer/rm2327583232/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance","Kang Min Ho is young man who want to revenge his uncle's unjust takeover of his father's company. Then he needs to undergo a heart transplant surgery. After the surgery, he completely changes and begins to learn the true meaning of love.","Jung Kyung-ho, Kim So-yeon, Yoon Hyun-min",
Secret Royal Inspector Joy,N/A,TV Series,2021,N/A,1h,16,1,N/A,7.2,971,https://www.imdb.com/title/tt15181018/mediaviewer/rm525334273/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1206960921/1434659607842-pgv4ql-1635509730351.mp4?Expires=1730703654&Signature=E4hOA-Ce22Zj2X26WbPHaSfgR9Z5VJxC4KhN1wg19vJNk7Dzf3BOckT34tJrPmq7gAZTccj22mx6Ow69JyHiVYb2iyDSB5SewRe~oylPz6GN4iI57HPoqcG6SXqvY6Qo96y~u0vP7V1SWRQ-Z2Zb1SwGyE2jS-U7k9FnZwGWP2mLPopzfffkPJg5dB2-jp3a5u~Koq9sb41WSTzb9tIiTRTmFD6LVq1Eg2BKZ2id4Afz6RcqkVVH6Mx9V902gFcd-sQQdb6smypCUlLErkgOLRI2Clk0bpjRVnH2ArdC8bSdlDqxOhErGFkC7qQLUnBnjMYDOkkz6lUUVk8hLGvqDQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Period Drama, Comedy, Drama, History, Mystery","Set in Joseon dynasty, it tells the story of a young gourmet who unintentionally becomes a royal inspector and a divorced woman who rushes to find happiness, as they team up to investigate and defeat corrupt politicians.","Taecyeon, Kim Hye-yoon, Jung Soon-won",Watch on Netflix (https://www.netflix.com/watch/81520276)
The Witch's Diner,Manyeosikdangeuro Oseyo,TV Mini Series,2021,N/A,N/A,8,1,N/A,7.3,968,https://www.imdb.com/title/tt14596486/mediaviewer/rm2546072321/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi70043161/1434659607842-pgv4ql-1720429823013.mp4?Expires=1730703225&Signature=fFdDojCMuu1ty3GopEkPO1SgUPykx9~QCm2Q5sJjB7kEHW2nvB41OJBitSVS4NsXV1IVFatRyXhk6XF0QOPrB6BEg9g0xnT9aX-Vd-fTVCyzjLWz9gET42~ld95ldgDtnSkyfg2HWfqPz763~zbxzyBgRaMSqkuMi~V8nklNhrULGDCyzc75PbZllCHE8qEkivB8fX~KAmjUVX117-eb6W7KQXbY5c9sjroIuA4zbEeMZSxMImaH6aw6NfBbdX7C4Mt4kU9V6ZyO5as0jH8xDlVROEsUJgr4R4TqkSiZOOpmcjlNHm-6moGv1ywAzzAjSgPB1zfid-Fy3OX-ohouDw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Fantasy","This series tells the stories of desperate people who come by to eat a magical dish with the hopes of having their personal wishes granted, even at the expense of their own souls.","Chae Jong-hyeop, Song Ji-hyo, Nam Ji-hyun",
Misty,Miseuti,TV Series,2018,TV-MA,1h,16,1,N/A,7.8,961,https://www.imdb.com/title/tt7890244/mediaviewer/rm2949796096/?ref_=tt_ov_i,N/A,"Drama, Mystery, Romance, Thriller","This drama is a Crime Suspense centering around a headstrong anchorwoman who becomes the suspect in a murder case. Her estranged husband, who's a lawyer, decides to defend her and hence starts their journey to fall back in love.","Kim Nam-ju, Ji Jin-hee, Jeon Hye-jin",Watch on Netflix (https://www.netflix.com/watch/81029905)
Beautiful Mind,Byutipul Maindeu,TV Series,2016,N/A,1h,14,1,N/A,7.7,945,https://www.imdb.com/title/tt5764360/mediaviewer/rm1069487616/?ref_=tt_ov_i,N/A,"Drama, Mystery, Romance","Lee Young-O is an excellent neurosurgeon with zero sympathy. One day, he becomes involved in bizarre patient deaths. He also falls in love and recovers his humanity.","Jang Hyuk, Park So-dam, Huh Joon-ho",
Psychopath Diary,Ssaikopaeseu Daieori,TV Series,2019-2020,N/A,1h 15m,16,1,2,7.7,890,https://www.imdb.com/title/tt11133466/mediaviewer/rm3127227649/?ref_=tt_ov_i,N/A,"Comedy, Crime, Mystery, Thriller","""Psychopath Diary"" is the story of Yook Dong Sik who coincidentally picks up the diary of a serial killer.","Yoon Shi-Yoon, Jung In-sun, Park Sung-hoon",
Serendipity's Embrace,U-yeon-il-kka,TV Series,2024,N/A,1h 10m,8,1,N/A,7.4,887,https://www.imdb.com/title/tt32914942/mediaviewer/rm265450753/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2166277657/1434659607842-pgv4ql-1721979471277.mp4?Expires=1730701092&Signature=hLpXCv7vE13Vt-qyxZzAdEzmMZ6-IeJY5VBLjIaRNBasGDqVcMVWZVBEuiv2HKHhNqYlg5MGOEfMuF2ylYh8LtcfRoXP62CXnmv7qnjReOrBBuE3uHZo9o~bboMRFZKnENpRjCmT6duhV3wBSZ7Ps4aISNhCE~hM7duo7CgRUs8~Z4FLXvJ6Vwt1SuQLIxS9MdGEANucnp1Y4n3mv9Rh1SCAimlkVv-XF-rwK53d3EsquFqN4vhv5u6zUeD85ZW--kU2hP5PANBHMoQpILjJh~HY1vAPXR87rG6Hw1CexOeC87xJSOxqZnrrrQ85atfLAxHO2rC1MNSN643r2uoewg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance","Animation producer Lee reunites with Hu, her high school heartbreak, a decade later. As old feelings resurface, can they give love another chance or have they drifted too far apart?","Kim So-hyun, Chae Jong-hyeop, Yoon Ji-on",
Moment at Eighteen,Yeolyeodeolui Soongan,TV Series,2019,N/A,1h 5m,16,1,N/A,7.4,862,https://www.imdb.com/title/tt10474124/mediaviewer/rm2030999809/?ref_=tt_ov_i,N/A,"Drama, Romance","A misunderstood loner is drawn out of his shell after transferring to another high school, where he comes across new ordeals and his first love.","Ong Seong-wu, Kim Hyang-gi, Shin Seung-ho",Watch on Netflix (https://www.netflix.com/watch/81211266)
One the Woman,Won Deo Umeon,TV Series,2021,N/A,1h 9m,16,N/A,N/A,7.2,833,https://www.imdb.com/title/tt15007114/mediaviewer/rm4114180609/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3113927449/1434659607842-pgv4ql-1633940219960.mp4?Expires=1730737853&Signature=VlNAKNDgvgxvQsTA9flrhcdNBhZavn2LMG5NpKrk8gwCE8jEAO4uIAUwncel0INC8AeZYQoNTi9KIe3XxbYO-sN~flDwTfti8Xhkz~gHQ3X7NO28aIPh4o5JDqen8OkFZ1LhasT5ZrayR8bEhasrB3nccy5ivcmbwXjPAceGTYzOFs4UUmQMSALkKJSnkKRE1VsLW4jp0L83JXOUQzNU82O9xne9caX6hUFcn914LpFHXYMXDXzccix1sOTvnPnPQdcRn~twGtEqTyiNITUE7la4a-JBo9zE1FU35DBgujBKTHnuGZdtW1mtE65VYEiN4G7VYCSpL7KXubthHC1CKA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance","Tells the story of a tough and rogue female prosecutor, who one day loses all of her memories and changes places with a conservative housewife who looks just like her.","Lee Hanee, Lee Sang-yoon, Ha Yoon",
Melancholia,Mellangkollia,TV Series,2021,N/A,1h,16,1,N/A,7.3,829,https://www.imdb.com/title/tt15146242/mediaviewer/rm1583412737/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1743700761/1434659607842-pgv4ql-1637647867554.mp4?Expires=1730700286&Signature=amK~CgaiVGR506lCX6PsDUy7mU4l9kHYq4UCDn-qqLMA8f-ChBGWqCgwZ084Na9eJj52fMT6mSBqiU3f~PBTWKjNYXv6iRm5jxNTzLCMm3X8ui1Ef4~R1bITedwEhKiGarRer-p-pMBDXklvdcKauvyNBfcELeLzQ3ny-gyVKT3UXM28tDavJGdeSmAlQoeh5XQObxez1kCMMAsSONUFMDtFXABsX5dRQU~2LGEgZYYA0MVLhuNRHdRfNV99osmHHUyNZoqJOwBZUw0MFnpa3hZ1OSJoTpDuRPjWTisSrQ2Ud6Y8ScjfO~eI1PZ6O3IUbSONQ5NRleFHc5vl7Cqhkg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance","Set at a private high school, a beautiful story emerges between mathematics teacher and a genius mathematics student.","Lim Soo-jung, Lee Do-hyun, Jin Kyung",Watch on Netflix (https://www.netflix.com/watch/81520258)
Seven Day Queen,7 Ilui Wangbi,TV Series,2017,N/A,N/A,20,N/A,N/A,7.6,811,https://www.imdb.com/title/tt6788748/mediaviewer/rm3852675840/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1994441497/1434659607842-pgv4ql-1636631828410.mp4?Expires=1730738215&Signature=UvoW3UAJ6sxyBN~iWOoTxNpG2PBwOOr-0X-hGA2GQmHUarxrMhXpLFSekYkX8tuns1T6zM6RCb8wv~RTQRTqwMeNKcebw8fPVypL5uqRvW5PTf6j5e3vQnP1TqMKQWxLxM9cOhV-HgXRBlfAIDoFWRwqGx8Vt~SSKMmJNUUvZhiOXEBAUpgxL49P0Rh1hpdLkfDbqQt5ac0biPh1Tg7ZfWlTPpbl5DUrl8X6w1nUX2DqpWZgyW9NwjH0eb1P4G0N0kqKjqSpDjGCBfbhqIYQjFi-1dO9nega4H0AEtBdzUu-r0A1zlwGVAw2RmIAEMp2YUo07uhtq4MJebnyxCcKNg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Chae-kyung, a noblewoman, marries the crown prince, who eventually becomes the king. After being a queen for only seven days, she turns into a victim of a conspiracy and gets expelled from the palace.","Park Min-young, Yeon Woo-jin, Lee Dong-geon",
Father Is Strange,Abeojiga Isanghae,TV Series,2017,N/A,1h 6m,52,1,N/A,8.2,798,https://www.imdb.com/title/tt6405196/mediaviewer/rm155988480/?ref_=tt_ov_i,N/A,"Korean Drama, Comedy, Drama, Family, Romance","A man's peaceful life with his wife and children is turned upside down when an actor, who claims to be his son, turns up at their house.","Kim Yeong-cheol, Kim Hae-sook, Lee Yu-ri",
Welcome,Eoseowa,TV Series,2020,N/A,35m,24,1,N/A,7,791,https://www.imdb.com/title/tt11968312/mediaviewer/rm92716545/?ref_=tt_ov_i,N/A,"Comedy, Fantasy, Romance","Adapted from the webtoon series ""Welcome"", this TV series tells the story of graphic designer Kim Sol Ah who brings home a cat, unaware that the animal can turn into a human being.","Kim Myung-soo, Shin Ye-eun, Seo Ji-hoon",
Big Bet,Kajino,TV Series,2022-2023,TV-MA,58m,16,2,2,7.1,788,https://www.imdb.com/title/tt17329616/mediaviewer/rm3331930881/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi962250009/1434659607842-pgv4ql-1676384136500.mp4?Expires=1730701152&Signature=J~23sUvTUhDXTP-VQRUeqMQLgO8jLdbFhbR8frj4KNp9ppogqqgTey-ann7yKzKrV0AIEYiVO-I7rZ5puZlTWc7uESFwtneDZitezGJor6qQbQctaRl1r7jMifshRabJRt8wjjvWGeqnTLtwgzVyuKZRHX74UwlJHjCZXPxf-zjEvawt1o7xlWnb6cfFrp1Hn8J3wyNhTIUbp9piPFnpUqC7KbGgiPiHz1RP1rkY7-JS0qbkyJ51gEl0BteK5qoRq5Zp2qELwfeDlEP6BOLR~Y~dSQxbE3oWaYwdd--Vev2GrbWQsCzvGrssOw5EbuUDNRwPuQtesYjZJMksihy7nw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Action, Crime, Drama",A crime-action drama about a casino king who is taking risks and trying to get back into the game.,"Choi Min-sik, Son Suk-ku, Lee Dong-hwi",Watch on Hulu (http://www.hulu.com?d=Amazon)
The Emperor: Owner of the Mask,Goonjoo-Gamyunui Jooin,TV Series,2017,N/A,N/A,40,1,N/A,7.3,781,https://www.imdb.com/title/tt6201920/mediaviewer/rm528952832/?ref_=tt_ov_i,N/A,"Drama, History, Romance","Crown Prince Lee Sun battles Pyunsoo hwe, an oppressive 18th-century Joseon group, helping civilians during water scarcity caused by privatization. Ga-eun aids him in overcoming obstacles to become a just ruler.","Yoo Seung-ho, Kim So-hyun, Shin Hyun-soo",
Miraculous Brothers,Kijeokui Hyungje,TV Series,2023,TV-14,1h,16,1,N/A,7.6,777,https://www.imdb.com/title/tt27906926/mediaviewer/rm1054221825/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi799459097/1434659607842-pgv4ql-1688541553395.mp4?Expires=1730701064&Signature=i8lQdOZBa9vb79HgdHOpWZX3ObGDICFOyjC~1zwKrVgqnW33NTR-boZ8tzI5mVAQwV-DdQNOqWD7dOfomDCu8lBxiglx8jOzhw1DZoyWa5iuNHsVGCsHayK2fq0IwNWQ3Fsa1kFaO6CkD390qMegVNum81PNVmoo9h5kTityZNJ4VcsedsPmOhOZhHCEESt1ILdnQTVAsRNizTLkaLpVAIUqvPfp~t3CWnUmRFFPIp0ig6Gan-TKA2RkLl9g1oQ2eB5KYXkWwkcLuUoJt6pNfBMAV9wzqbATLPQ-ETxAiEhIEZUBCegabysjy8NKIR5hRVw4ShEp0qcMOyyD2lDSuA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Supernatural Fantasy, Drama, Fantasy, Mystery","An aspiring writer deep in debt encounters a young man with no memories and strange abilities. Together, they fight injustice and form an unlikely bond.","Jung Woo, Bae Hyun-Sung, Park Yu-rim",Watch on Netflix (https://www.netflix.com/watch/81710033)
Ms. Hammurabi,Miseu Hammurabi,TV Series,2018,N/A,1h 20m,16,1,N/A,7.4,774,https://www.imdb.com/title/tt8090388/mediaviewer/rm3135917312/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi803324697/1434659607842-pgv4ql-1636697166785.mp4?Expires=1730703631&Signature=EM5VD3KS09UXC6yRsKkLjy8UV-Nm0I3i-iFrvtCdvkIvyo7CEeuoGfujSpXmO6IIqJA4OfzkCrYCc1EIHokDEdRaibxgCr8F~t04rFyTPtPcRkNWc~IIetRkd-2pqYzePyWx-kmNVJcyoBWQUhIiNBN1F1X9nJsNQbeHEuUbrw20nRZH6ib0zR7X61vFjrMCzflwJDkOqrxTLQzQvjpAaVM6lWsb~lVz5k37-5p5jXtl7YSwOELQzIWjtJWyQfC-AlJQRA9NZQ2rkEx~Ty2GGkkvWaAuM8PunkMWvM9R7hL0MqCNnH3qx-PLUNJJ8otmgwrpDOO4fnBU0jo74oCfuQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance",The series tells the story of the life of judges and the various disputes that they have to settle.,"Go Ara, Kim Myung-soo, Sung Dong-il",
"Please Come Back, Mister",Dolawayo Ajjeossi,TV Series,2016,N/A,1h,16,N/A,N/A,7.2,713,https://www.imdb.com/title/tt5497708/mediaviewer/rm1609702912/?ref_=tt_ov_i,N/A,"Comedy, Drama, Fantasy, Romance","Overworked employee Young Soo and ex-mobster Gi Tak die, board a heavenly train but jump off, reincarnating as opposites to aid loved ones, facing struggles in their new lives.","Rain, Lee Min-Jung, Oh Yeon-Seo",
Angry Mom,Aenggeurimam,TV Series,2015,N/A,1h 10m,16,1,N/A,7.4,705,https://www.imdb.com/title/tt4535826/mediaviewer/rm3895356416/?ref_=tt_ov_i,N/A,"Comedy, Drama","When Jo Kang Ja learns that her daughter is being intimidated by some classmates, she decides to enroll in high school as an undercover student to teach the bullies a lesson.","Kim Hee-seon, Kim Yoo-jung, Ji Hyun-woo",
Temperature of Love,Sarangui Ondo,TV Series,2017,N/A,N/A,40,1,N/A,7.1,682,https://www.imdb.com/title/tt7208182/mediaviewer/rm1446715648/?ref_=tt_ov_i,N/A,"Comedy, Romance","About the love between a writer who is elder than the person she loves, the chef.","Seo Hyeon-jin, Yang Se-jong, Kim Jae-Wook",
Love with Flaws,Hajainneun Ingandeul,TV Series,2019-2020,N/A,30m,32,1,2,7.1,681,https://www.imdb.com/title/tt11227980/mediaviewer/rm3356069633/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1003537177/1434659607842-pgv4ql-1637730317310.mp4?Expires=1730703793&Signature=tTXXrWVJKA49quKbcz6nJ5BN4ita154EbRs~lpJokcN~p0Kmib4EB32FltJ4R5XGbx7KUPj5vecq-cLDRcFtKuJTJgjq9QNwlMMRuOP~rKZfohc2dIO~Pj-Tp~N8SI0TOkXINEU7cnbArYQ1Drv5BePfl051pWjEH9gepe~gsrANj4Um6GQ-XuwMA-74PVoZ~qzrSLe1yVwgiO10toftaBv523ymaY8elLePLTkx01OhUVTwxYwNY4YPAvLCP-s~QfCRhh61S2qFwAFNoOfXYwX7LRrpwFeRaV0Hfu-LuObplDHBrEgWRds7q5MRs6r9KrElMdpr-PlCFGnqrxxBUw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Romance",A romantic comedy about a woman who has an aversion for flower boys and a man who has an obsession with appearance as they overcome the prejudices against people with flaws.,"Oh Yeon-Seo, Ahn Jae-Hyun, Kim Seul-gi",
Let's Eat,N/A,TV Series,2013-2018,N/A,50m,48,3,4,7.6,679,https://www.imdb.com/title/tt3385484/mediaviewer/rm2903085825/?ref_=tt_ov_i,N/A,"Comedy, Romance","Four single people: happily divorced paralegal Lee Soo-kyung (Lee Soo-kyung), mysterious gourmand Goo Dae-young (Yoon Doo-joon), design student and former rich girl Yoon Jin-yi (Yoon So-hee), and petty lawyer Kim Hak-moon (Shim Hyung-tak). Who enjoy living alone, except for that ...Read all","Yoon Doo-joon, Seo Hyeon-jin, Kwon Yul","Watch on Netflix (https://www.netflix.com/watch/81415945), Watch on The Roku Channel (https://therokuchannel.roku.com/details/316de4d955e9509ea160f422f0e3584b), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.82b296f7-5781-ec8c-bd5b-18515bd9298b)"
