Name,Original Title,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
Personal Taste,Gae-in-eui chwi-hyang,TV Series,2010,1h,N/A,16,N/A,N/A,7.4,5.1K,https://www.imdb.com/title/tt1666217/mediaviewer/rm2409096192/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance",A straight-laced architect falls in love with a furniture designer while pretending to be gay.,"Son Ye-jin, Lee Min-ho, Kim Nam-gil",
"Please Come Back, Mister",Dolawayo Ajjeossi,TV Series,2016,1h,N/A,16,N/A,N/A,7.2,713,https://www.imdb.com/title/tt5497708/mediaviewer/rm1609702912/?ref_=tt_ov_i,N/A,"Comedy, Drama, Fantasy, Romance","Overworked employee Young Soo and ex-mobster Gi Tak die, board a heavenly train but jump off, reincarnating as opposites to aid loved ones, facing struggles in their new lives.","Rain, Lee Min-Jung, Oh Yeon-Seo",
Reply 1988,Eungdaphara 1988,TV Series,2015-2016,1h 30m,N/A,20,N/A,2,9,13K,https://www.imdb.com/title/tt5182866/mediaviewer/rm346128641/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi726122521/1434659607842-pgv4ql-1630086261495.mp4?Expires=1730737225&Signature=ctUvHbhTsLGiHpaKrJ~psA8JTGxYvt5XvU8oZCwpaZBjM1hKJQCPPHpf3pfLBgJDyZxY86K9eqaW8EYdwTFVC4n4DJo8WLwYXyENE4cWdYz1-uC2K-yQc7g0gPWZ1qd64MBb3jEtjm9Iv-OPRjvW5GIFQ-RPX2AvGFvmoesPp6oK9xLDmuZILZU11l3hcTG39rzgiDFNAIYO6e7lI-Cb1Mkbcmsu52WjCaalCcJqfSXhj7UZuIi5JxeT8Ev6u~h~uRbkSQ0aDxPiPQ9cideZTgbM3dJgcTeg2daLCUFSNn7ymYIwq3oTw4~Sf-PhBooMdcpIPzp1S83i~7WDKMVu5w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Family, Romance","Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul in 1988, lean on each other to survive their challenging teen years and set a path for their futures.","Lee Hyeri, Go Kyung-pyo, Ryu Jun-yeol",Watch on Netflix (https://www.netflix.com/watch/80188351)
Red Sleeve,Otsomae Bolkeun Kkeutdong,TV Series,2021-2022,TV-14,1h 10m,17,N/A,2,8.5,3.3K,https://www.imdb.com/title/tt14687200/mediaviewer/rm2816207361/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2649670425/1434659607842-pgv4ql-1637649831528.mp4?Expires=1730737626&Signature=Cxk6jvsInN9agTMdgfj24w9QveXfXbvZWMfltVGrovrHWOs6YKy34mHNuzrea6XMYDXJJ8O1be~PK~hx2op9bGLB1YrTxcdiMwocY3DWnbu-y2B7f3xRZtj5QjNG5ep9BWrjhz3lADoImTn~7xk4Mtxk7ZxUR4W0R8r81XT~OwL2shxQQVNUR8V7XiMKnz9vsU2NvRh7tY3yLqH7vfP5CV4Fza02VXYX07u3ut3aqK6HfyDHLFmPvXL~AubLRvIDYHbpyDW60xwKYcqsPcDIh6LE18J81f~CYi5lcUmgkhBcQglBq6P5GkdbR~SDzdxSj72fA6xe21mCcL9A-jN0iQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, History, Romance","Based on a novel of the same name, it tells the record of a royal court romance between the King of Joseon who places his duty to his country first above love, and a court lady who wants to protect the life she has chosen.","Lee Ji-wan, Lee Jun-ho, Lee Se-yeong",
SKY Castle,SKY kaeseul,TV Series,2018-2019,1h 15m,N/A,20,N/A,2,8.5,4.4K,https://www.imdb.com/title/tt9151274/mediaviewer/rm202272001/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2794242841/1434659607842-pgv4ql-1635240777318.mp4?Expires=1730738021&Signature=J1gZK6-RvaAQ4E11kRkuSbSnuudz1cty~qfgsIuaCGvGpXm4nAjE4apZCZNGItPFg17b01uap9i5S9voX2FOoAO6ntW6BUSCOYswEw4V3hTUqvA-LfCSSgNFV8mMF3FLIhP98W--en9A8njWE6ek94WLEmKxBCbWwNoH9bWkKWug3y~UaJGwwxV9ck74aw4CkiGEsbKZsi6yfVBslMNQk0GzqJcg5A7CvKfetXelrGjPe-vKbOH-NV9Vj4LfvTpu62LYQMo1trh7PNlCAz3orrNsD3XZ8JvUrMlg6LLsDXGUequjp~5pVuwvAkgRdo3Gy24m0hrPxNI2VRnDNesCgA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Mystery",A satirical drama that closely looks at the materialistic desires of upper-class parents in South Korea and how they ruthlessly secure the successes of their families at the cost of destroying others' lives.,"Yum Jung-ah, Jeong Jun-ho, Lee Tae-ran",Watch on Netflix (https://www.netflix.com/watch/81030062)
Soundtrack #1,N/A,TV Mini Series,2022-2023,44m,N/A,10,2,2,7.7,3.5K,https://www.imdb.com/title/tt18970038/mediaviewer/rm2411598081/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3869492505/1434659607842-pgv4ql-1666203649727.mp4?Expires=1730738210&Signature=klAN1R2SZFyuU6f86qjMg4Dod8PjL-SciAoovPITMR26Hc~fj7jBCpz7nB2sVh1~x7voaq6OliGgRpGvkSwJdhbPHVL~~zPonir~bTiRko8OdSGc40nqXm5Bwc4dyPqyHjdAk6hFThg-ySh~XvVgLf0XG1yvqsal04ABB63CVcjd9aRkjWcmSdd5nIr1j0KwhKcCkK85On-1pJxP7qIMs6YMkeie~ghiqy9BpapaJsEZKAyj2kMZWhUTW1IaH3YKxZIyokRQRNG1q83KHn2EorEM6W~dVqjF82xNq5o7gspVVFoHTAsXDFx23GbDFEv~t42ElJLHRkfVoaRVyEyE4g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Music, Romance","Best friends for almost twenty years, our two main characters can no longer ignore the feelings blooming between them as they start living together.","Park Hyung-sik, Han So-hee, Victoria Grace",
Seven Day Queen,7 Ilui Wangbi,TV Series,2017,N/A,N/A,20,N/A,N/A,7.6,811,https://www.imdb.com/title/tt6788748/mediaviewer/rm3852675840/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1994441497/1434659607842-pgv4ql-1636631828410.mp4?Expires=1730738215&Signature=UvoW3UAJ6sxyBN~iWOoTxNpG2PBwOOr-0X-hGA2GQmHUarxrMhXpLFSekYkX8tuns1T6zM6RCb8wv~RTQRTqwMeNKcebw8fPVypL5uqRvW5PTf6j5e3vQnP1TqMKQWxLxM9cOhV-HgXRBlfAIDoFWRwqGx8Vt~SSKMmJNUUvZhiOXEBAUpgxL49P0Rh1hpdLkfDbqQt5ac0biPh1Tg7ZfWlTPpbl5DUrl8X6w1nUX2DqpWZgyW9NwjH0eb1P4G0N0kqKjqSpDjGCBfbhqIYQjFi-1dO9nega4H0AEtBdzUu-r0A1zlwGVAw2RmIAEMp2YUo07uhtq4MJebnyxCcKNg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Chae-kyung, a noblewoman, marries the crown prince, who eventually becomes the king. After being a queen for only seven days, she turns into a victim of a conspiracy and gets expelled from the palace.","Park Min-young, Yeon Woo-jin, Lee Dong-geon",
Falling for Innocence,Sunjeonge Banhada,TV Mini Series,2015,1h,N/A,16,N/A,N/A,7.6,975,https://www.imdb.com/title/tt4274682/mediaviewer/rm2327583232/?ref_=tt_ov_i,N/A,"Comedy, Drama, Romance","Kang Min Ho is young man who want to revenge his uncle's unjust takeover of his father's company. Then he needs to undergo a heart transplant surgery. After the surgery, he completely changes and begins to learn the true meaning of love.","Jung Kyung-ho, Kim So-yeon, Yoon Hyun-min",
Eve,N/A,TV Series,2022,1h,N/A,16,N/A,N/A,7.3,1.9K,https://www.imdb.com/title/tt20723826/mediaviewer/rm4107800833/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi70763801/1434659607842-pgv4ql-1674724487077.mp4?Expires=1730738232&Signature=teiEWXD8wLHYbqWg-lyy232h2QsZ06vfGciKcSCeqvk20xZRrUsVauNPUrqwTIp6ZnehfQgqCQsb-OTVRCzfBoIDD3qEpjgdChp0JVhJMl3suuf7Pk9dRSFjwRXvYvoHzm~quoQ3jLXvCleuBNyUZOrpJ~cE422Loj7Gp8dxJczt62VUJpaANhZDGliEZvQqhqvoAHRSIt26DeABIDyyVMi5Go9BNDVaaBlmDagov-0v8Jc64TQKckxleI4eQ7yXjDbsqR-pXLxArcpm7kS-~8GOT0Nnt0FWP17wPPU2MqJAg7AxQc4kfEHXtg00uB-dOQ8-CQ1LRzUKA0RIXAzeMw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance",A 2 trillion won divorce case that shocked the country and a woman who seeks revenge on the richest people of Korea.,"Seo Ye-ji, Lee Il-hwa, Park Byeong-eun",
Remarriage & Desires,N/A,TV Series,2022,TV-14,1h 10m,8,N/A,N/A,7.3,2.3K,https://www.imdb.com/title/tt15268768/mediaviewer/rm1973359873/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi231588377/1434659607842-pgv4ql-1656680758291.mp4?Expires=1730737565&Signature=s7hbJ9UQf4BYlWMrdFYk38k3cu8JdnouRWrzyPBZ2VePHEGcGsICHSAyfVXsRlqKbM0wot3OHmhDMYIXiYoV1qnTmbuQwNDANt~meSR2hWRCuuXRnqtSwkpBP9cRM5YdTxmkbrIGBH3FcsYi6CK~t8owDqg7R9abHJ5Tvn0D4x9JoJiU8Rovy63rfrllal9xFRlc7a2lYPDzFtNxOEOu-jugTzf04a3nWi3YJvt2sU6XN5tqSaR0z4t01jHuciP~MUmjoLTNtjtHMan3k~bUCKAIWezmkxoEZwe7kAa9dH1r~2DEY9AfMU-n1YTLoCsXsaC9NuJAjB~or1vCKOKzyw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Drama,"Through an exclusive matchmaking agency, women strive to marry a desirable bachelor and into the highest echelon of society.","Kim Hee-seon, Lee Hyun-wook, Cha Ji-yeon",Watch on Netflix (https://www.netflix.com/watch/81442115)
Cheese in the Trap,N/A,TV Series,2016,1h,N/A,17,2,N/A,7.2,4.9K,https://www.imdb.com/title/tt4741110/mediaviewer/rm2643911680/?ref_=tt_ov_i,N/A,"Comedy, Romance",A college student balances her studies and a part-time job with a relationship with an insecure man who manipulates others.,"Park Hae-jin, Kim Go-eun, Seo Kang-joon",
Wednesday 3:30 PM,Su-yo-il O-hu 3si 30bun,TV Mini Series,2017,20m,N/A,10,N/A,N/A,7,293,https://www.imdb.com/title/tt7208348/mediaviewer/rm2319002880/?ref_=tt_ov_i,N/A,"Comedy, Romance",A story of a woman who was dumped by her boyfriend and tries to win back his heart by making him jealous with the help of her close childhood friend.,"Ahn Bo-hyun, Jin Ki-joo, Hong-bin Lee",
Misaeng,N/A,TV Series,2014,1h,N/A,20,N/A,N/A,8.5,2.8K,https://www.imdb.com/title/tt4240730/mediaviewer/rm518382592/?ref_=tt_ov_i,N/A,"Korean Drama, Workplace Drama, Drama","This a Drama series about a group of co-workers in their twenties who started their job at a big multinational company. This is a story about their everyday life, about their journey each day at the office.","Si-Wan Yim, Lee Sung-min, Kang So-ra","Watch on Netflix (https://www.netflix.com/watch/80165295), Watch on The Roku Channel (https://therokuchannel.roku.com/details/a95cf01d8e445b50b63afa66401a32a5)"
D.P.,N/A,TV Series,2021,TV-MA,50m,12,2,2,8.2,9.9K,https://www.imdb.com/title/tt13024974/mediaviewer/rm1953244161/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3921594137/1434659607842-pgv4ql-1687874431056.mp4?Expires=1730738096&Signature=tFAKvxAIsqGmyphqzGZqRq9sDMDKK4O524LeE-HRaJ7R-S~w91lxslM9pQWoDQj2Nb~I6N1RYFgMGspYh5gu4ks9ANypVwGqS8YBBCk5hGqzMEFwu0bB9PQ9Ynp77Fg6B3E300RdQ9blPK4SIJp2prk8pFd9HZxknmi268yP-a0w~EBlxFuU8hLmOMeqKfQplDELSIvagIvGcs8QHeRvM9QEsNUsLguDhssJX1XkbctPu~ZN65tduFrq-gngMNspHNTkwRohUXrNHEBxp8XRAsmB0d~HtdO~goeCpToJKZQDFc2jJpwO3wShZMBZOnqbt51l9vhKn0cQMu-6pC9wbA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Crime, Drama",A young private's assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,"Kim Bo-tong, Kim Seong-gyoon, Son Suk-ku",Watch on Netflix (https://www.netflix.com/watch/81280917)
My Liberation Diary,Naui Haebangilji,TV Series,2022,TV-14,1h,16,N/A,N/A,8.2,5.3K,https://www.imdb.com/title/tt15146130/mediaviewer/rm3974175489/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4216046361/1434659607842-pgv4ql-1648040974867.mp4?Expires=1730738334&Signature=Qy7n-oW~Es2MJzm7GsRs5fXd5UWW4CaUwz73u4Mh-DcsFxH4X~gGBq~WAYHql9BULzfFP22A4QyhCVwe6r4n1CkkOVuxaQZV~kx2sBpZfL1Wi5jeOSRJ1Z5mQ-x~JLmD2~wKIs6EeTB-bACTpfIu~bXSo3OAWd-qZBTj0B4Zv5KYk3vUT9SJO6LUryUnoq7KKaiGbC1Blt41CguHLdYg~Zp4diTBugxJI-Nlf6yTIoydn4gFm5k-cZu~ox16z5TJ1WkNcMBvCVqXFlKBREN-J9EIOvg2jb1nYTXbovBkotHrQLwrLyWj4~L6WSfNsEso0cHhXd0v2DxyJRYjThI15g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Feel-Good Romance, Drama, Romance","Three siblings, exhausted by the monotony of day-to-day adulthood, seek to find fulfillment and freedom from their humdrum lives.","Lee Min-ki, Kim Ji-won, Son Suk-ku",Watch on Netflix (https://www.netflix.com/watch/81568411)
The Uncanny Counter,Gyeongiroun Somun,TV Series,2020-2023,TV-14,1h 5m,28,2,3,8,12K,https://www.imdb.com/title/tt13273826/mediaviewer/rm2858690049/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2677393177/1434659607842-pgv4ql-1689775929186.mp4?Expires=1730737930&Signature=iQdPCt1vAvsYeq33mpdIj2J2NcvzQOWqdJNCtUO4odAd-1EX5Xp~SvyKRX3luTvtsSo0PgN4E6TLtBPXjJscqR0DLRZP2BZ39sYY161RxTD0WspCOTuIgPMrGMldkpcfX2WfmpXRfYL09mBR1yFxlrnJYQG4sTEax3lEN98i4CmEnNdbzq8HM7~BJoJsVe6Awb2R0XlhEMyGkmyg4UYjuNemETZpxE4bh2aoPqiQOOdHHaAGuDDGuuuvNdMKBNgc7mw4RPzqmZlQhH0lgS-2uzlOCv9Dg937RNGZCnwpgD7LcDwc9NYCij~DJEsOdQHXIELUbT7qTlqpbgD5Wp705A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Dark Fantasy, Slasher Horror, Supernatural Fantasy, Suspense Mystery, Action, Fantasy, Horror, Mystery, Thriller","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.","Jo Byeong-gyu, Yoo Joon-sang, Kim Sejeong",Watch on Netflix (https://www.netflix.com/watch/81323551)
Dali and the Cocky Prince,Dalriwa Gamjatang,TV Series,2021,1h 10m,N/A,16,N/A,N/A,8,1.9K,https://www.imdb.com/title/tt14730768/mediaviewer/rm883552769/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1098957593/1434659607842-pgv4ql-1634282485131.mp4?Expires=1730737716&Signature=RAaSZi2swHMGmVqvB6yKOlq~a16XIL-Ut7lEpy~64Vv8PyiakSSFqMTdl7MHCd3tP1cz6hztgDVzCJHJvC~LuykddOvmT2ybBT0WTb~xUXm9aMSp5hvTbwY1aicTd2K6kK-oQ6phdbEs4DiMdgDP~pPxMllS3n2MqVRM1NzsbVBbwdkobHQunzNhLkHqSXeZdDqEdUf2WF4Oop9ZfTkCRFdAEKzj-FHq3CY0eyW-oOsp7u4W6GGZbptIuT~BORevcZUNxn2sTlvmlp0MIq92b7oM218DruwcKB23HoHZflon-D4BhU57DsIeNW6IuN-DG7T-uYgxE9hFMlVXmmUc2A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance","It is about the romance between a parvenu who lacks education, and the daughter of a prestigious family who tries to save a collapsed art museum.","Park Gyuyoung, Kim Min-jae, Kwon Yul",
Love to Hate You,N/A,TV Series,2023,TV-MA,50m,10,N/A,N/A,7.8,6K,https://www.imdb.com/title/tt26229508/mediaviewer/rm1048788225/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi387564825/1434659607842-pgv4ql-1675338342391.mp4?Expires=1730738090&Signature=qpqPk~YMwdXSscxK8KRjdDek4FCbkakZ3C3ZDRzBWlhtw-zRkB0pwVjll7zygwEmtaMYc1qQAM1KjFG0mOP6vuL1sYsI5m523UU7O1w-ipU3qzy6WKXYxEvPx-nCAHr-wlA3glg6pQcEm35IJu5aVeTkznj55lSDxh2IPiqYK8Egh7tdKvaCsUhQjfGnYXyTT-F-a~OTA9Tsd~H-0V3asQwlgvF2cd6S1KPVPJIIVyh-ujk2IelJzkitvuWYMeI6RjykOr-w-GhPPs1zcMI-W2EyRtPVswK9tRLzs00TLf5guq92fLnz2-G5cYM0C7VerKCunqFHqg-NKr~WOpw2nw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Feel-Good Romance, Comedy, Romance","For an attorney who despises losing to men and an A-list actor who distrusts women, love means nothing - until they're forced to date each other.","Kim Ok-bin, Teo Yoo, Kim Ji-hoon",Watch on Netflix (https://www.netflix.com/watch/81463556)
Run On,N/A,TV Series,2020-2021,TV-MA,1h 10m,16,N/A,2,7.4,5.6K,https://www.imdb.com/title/tt13271834/mediaviewer/rm4250195457/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi890749209/1434659607842-pgv4ql-1608740135196.mp4?Expires=1730738153&Signature=Wukt6W~p5rPROaJIzISfmyWQyVHQtT-Sm4WaNYuOJboDJXE5IFOvevM0jdk2d2udERBEaWnOpvLgxs9oETPq7nubvzuBQaJyGOniGcAnnSgP0HWkxqPVK371qe0deBBCj-uSJ6Hqq8wy5XRXGk~7kBijgyk6txKGAn6faGOtYMuW4iU~LU5x1KRasevQp5WQye7DeZXhn3zRG7LAvwRpbMUN~fK9RvWAG4~nu41jkRlCC20YmREi3B7BOiUNLt9Ikjld-jxpNW7-o8SJAMOI1~c~OJQd0h~X911lvwKuu1hApgZYwlj7psZgjZ1IhhdmcxdeKnl3TsR55uBDlmwPJw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life","Si-Wan Yim, Shin Se-Kyung, Sooyoung Choi",Watch on Netflix (https://www.netflix.com/watch/81318872)
So I Married My Anti-Fan,Geuraeseo Naneun Antipaengwa Gyeolhonhaetda,TV Series,2021,TV-14,1h 2m,16,N/A,N/A,7.2,2.3K,https://www.imdb.com/title/tt14518610/mediaviewer/rm2774057729/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi3374497817/1434659607842-pgv4ql-1623406958650.mp4?Expires=1730737512&Signature=qQyeBscV0EWED1T3ajy23Z6OcXFIsSUGXCt0ty3JVq8bCi-qSu1F37JDDu50DC51--Skbl5Bnwb~rUuyjXhL54D09JutRAiIFd2XOYNGxlNyZ5ZqiYd8iki2cty3rqq0rH9MhwpgmnkgT3dUggfxtR0ue~ScZBz4DhPg5Bs8SU-lSeI4F4dl6KE4hhEICe3ZhvijiQSYX8nORf6GvVQWnJLFR7lU0wg~lME1OkIG24lUTU6ZQYD6Mf4otR3ajtgL-jgjAyH-w2njkYuVVLmzE~Bf6-rZS8Yc7g7BBMKXkxejwuNGLd~yR5LBmOXMGatKz~GstyH5q9cXRPnq3c0jDA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Romantic Comedy, Comedy, Music, Romance",The romance between top star Hoo Joon and his anti-fan reporter Lee Geun Young who end up living together.,"Choi Tae-joon, Sooyoung Choi, Hwang Chan-sung","Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b5d756c8-6dee-4a8f-a1ee-0994fdab4bd6), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b5d756c8-6dee-4a8f-a1ee-0994fdab4bd6)"
Weak Hero Class 1,Yakhanyeongung,TV Mini Series,2022,18+,40m,9,2,2,8.5,7.4K,https://www.imdb.com/title/tt20234568/mediaviewer/rm4074645761/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi4210083097/1434659607842-pgv4ql-1669630484673.mp4?Expires=1730737505&Signature=ffHo5cxNI341hbtgtGXJCIquI5XTj0pqiYr6gScq4Ki22o~iOUGT3QEyAO0pveubDLxjc9owWAZ-7HpcrGrXCd0HMK2jtWayLvOk57iqmIwRiv-PFleBEgYfYEiqB37847HE~BcHg~j0Du834qnulLWtfSk-urFalMSq5WWY36K84SzUATsymKnnnyA0SSkMP4HcElXMNQWOjsi6lAP7lpk92K4qt8QTJdBrHyic6HcBpdUMJiPN78uVajRwB6iymyHWzDd6gXIEsKZ-a~L5A0m0SDQm7nUM7yo-q3oAyttDZacvaJpCaFNaiWszfJDRm9J-H7pxvKinleflMfPFTQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Teen Drama, Action, Drama, Thriller","Yeon Shi-eun is a model student, who ranks at the top at his school. Physically, he appears like a weak boy, but, by using his smarts, tools, and psychology, he fights against violence that takes place inside and outside of his school.","Park Ji-hoon, Choi Hyun-wook, Hong Kyung",
The Good Bad Mother,N/A,TV Series,2023,TV-MA,1h 10m,14,N/A,N/A,8.4,5.7K,https://www.imdb.com/title/tt27042206/mediaviewer/rm3541382401/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2926691353/1434659607842-pgv4ql-1681826437556.mp4?Expires=1730738480&Signature=m3HFhQX8fWBdPuYySv7~YJa~HyNJ56TFZ2wJ4N4WSFIgbKMEtociZIrezNG90k8TwJZoo1JYnbAH9TyvNekfoZuj0DKOFBxViCaTInnIzLThzwBHutyWtHPCbb97sUn82G-FNVn~npfeQMIrhCG7GuLg7obyRfogB7htrZ1ypn369Cdu8vcTp5L4OXNcNBCBf4zPgHLCgiJwqRrTWIqrjYIX6jEIfq8QKm2RJ43ZpcJPNIQg4QPGKiQJjnpWXsaE5WaUeBg7M6YTx2KTJ8vCaWZZpRSydBEA6HhRBe2SSxNYDwCj19WlFeRJY1hooXatldT6lte5cFJ-EnIdnq0eeQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Sitcom, Tragedy, Comedy, Crime, Drama, Family","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.","Ra Mi-ran, Lee Do-hyun, Ahn Eun-jin",Watch on Netflix (https://www.netflix.com/watch/81669775)
Happiness,Haepiniseu,TV Series,2021,TV-14,1h 5m,12,N/A,N/A,7.8,11K,https://www.imdb.com/title/tt14979052/mediaviewer/rm3477141249/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi2146878233/1434659607842-pgv4ql-1635930373554.mp4?Expires=1730737811&Signature=rFPpcf8ddtiEoF4fwq3oKKf8tLHhJiT5BNm~jg2ebqWhGOvi1bg2s3yAHEKHeVkqE4xSQ9bus8qJtqaOQvPj0KOKEZSsB8MsQo4GY3fHP08ONWZQg~VDW-bfV9pU51cFa7DZFXN5Folp~g1ET7EoD2fXe3G9-7MAGwOYu5D7zBLCEWn~xjGjeJBj8iPrGbXcUVAngWaiHx~qJiC6rYlqW~zdTKi5u4foL6hgES5HhB5fFGNjPCaNx4VQF3DYJdA5Wn4QBcrqVq58I1Du22itveBQXQvg3eoVnrgF-FrTF0q9G2BQjG24PHaCFcf54B9Ba8Ul6~ofnnVb7VioyZhEgg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Fantasy, Horror, Thriller",An apocalyptic thriller that takes place in a time in which infectious diseases have become the new normal.,"Han Hyo-joo, Park Hyung-sik, Jo Woo-jin",
True to Love,Bo-ra! Deborah,TV Series,2023,1h 10m,N/A,14,N/A,N/A,7.6,1.3K,https://www.imdb.com/title/tt26763160/mediaviewer/rm3266194177/?ref_=tt_ov_i,N/A,"Romantic Comedy, Comedy, Romance","A romantic comedy between Deborah, the greatest love coach, and Lee Soo-hyeok, a publishing planner who has difficulty loving.","Hong Hwa-Yeon, Yoo In-na, Yoon Hyun-min",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b3e283f4-823c-4b4d-a1c2-3568be175ec5)
20th Century Girl,20segi sonyeo,2022,TV-PG,1h 59m,N/A,N/A,N/A,N/A,7.4,11K,https://www.imdb.com/title/tt15340724/mediaviewer/rm523240193/?ref_=tt_ov_i,https://imdb-video.media-imdb.com/vi1773323545/1434659607842-pgv4ql-1665065266019.mp4?Expires=1730737964&Signature=FCvB2E2WAOGf~mxocEsjv~vJb0jhB7oJOeqHhxepLntZHwRtn3vk9m7zhhhzWLM6t4m7BT1pHpP30gSSHJl034ncry9fM66JMg8aWSyl18lel3GIFKh3WFcGkoOwkPOFziSeTGNZj~seAstse-Ti7-BDrMwXpV5V1AtKFgxAp-iQe8LBiBQ1bAuXMRX5vp2IOHinUDgtLliXsHfzEB4CBWvgqorBeBYU9vbhPG7fT9snm05rSbAHaCpro0cKTLmH1orKlJikl8lli4HZYCt4RHzRdEmoqFHbtpwb-23gMp7V41acD47lWeRUqwYdvT3RVoSsT5Gs6SA~BpfNmTIkiA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Romance","In 1999, a teen with a heart of gold begins keeping close tabs on a popular classmate as a favor to her smitten best friend.","Bang Woo-ri, Kim Yoo-jung, Byeon Woo-seok",Watch on Netflix (https://www.netflix.com/watch/81472752)
Warrior Baek Dong Soo,Warrior Baek Dong-soo,TV Series,2011,1h 5m,N/A,29,N/A,N/A,7.9,732,https://www.imdb.com/title/tt3052852/mediaviewer/rm803660800/?ref_=tt_ov_i,N/A,"Martial Arts, Action, History, Romance","Childhood friends Baek Dong Soo and Yeo Woon are both prodigies in combat. But while Baek Dong Soo became the top swordsman in the land, Yeo Woon would go on to serve a group of clandestine assassins whose aim is to overthrow the throne.","Shin Hyeon-bin, Sung Ji-ru, Park Jun-gyu",
